Elk_ID	Feedground	CollarType	GPSCollar	CaptureDate	Start_Interval	Stop_Interval	TrustRating	VIT_Status	PET	CowSero	VIT_Bruc	Recovered	RecoveryInterval
220	HA99	GPS	Yes	3/15/2011	6/28/2011	7/12/2011	2	Parturition	Bad	NEG	NA	7/17/2011	5
223	Spring	GPS	Yes	1/28/2010	6/16/2010	6/20/2010	2	Parturition	Bad	NEG	NA	6/25/2010	5
224	HA99	GPS	Yes	1/26/2010	5/30/2010	5/31/2010	1	Parturition	Good	NEG	NA	6/5/2010	5
229	HA99	GPS	Yes	1/27/2010	5/17/2010	5/21/2010	2	Parturition	Bad	NEG	NEG	5/26/2010	5
281	Bench	None	No	2/7/2006	5/31/2006	6/8/2006	5	Parturition	Bad	NEG	NA	6/13/2006	5
329	Scab	None	No	1/5/2007	6/8/2007	6/15/2007	2	Parturition	Bad	NEG	NEG	6/20/2007	5
351	Scab	None	No	3/1/2007	6/10/2007	6/11/2007	1	Parturition	Bad	NEG	NEG	6/16/2007	5
358	Soda	None	No	1/27/2007	2/27/2007	2/28/2007	2	Abortion	Bad	POS	NEG	3/5/2007	5
390	Dell	VHF	No	2/7/2012	5/4/2012	5/5/2012	1	Abortion	Good	POS	NEG	5/10/2012	5
514	Patrol	GPS	Yes	2/14/2011	6/6/2011	6/8/2011	2	Parturition	Bad	NEG	NA	6/13/2011	5
534	HA99	GPS	Yes	3/15/2011	5/22/2011	5/27/2011	2	Parturition	Bad	NEG	NA	6/1/2011	5
590	Buffalo	VHF	No	1/16/2007	3/1/2007	5/27/2007	7	Unknown	NA	NEG	NA	6/1/2007	5
599	Buffalo	VHF	No	1/17/2007	6/2/2007	6/12/2007	5	Parturition	Bad	NEG	NEG	6/17/2007	5
654	Black	GPS	Yes	2/16/2012	5/23/2012	5/24/2012	1	Parturition	Good	NEG	NA	5/29/2012	5
667	Alkali	GPS	Yes	2/15/2012	5/23/2012	5/24/2012	1	Parturition	Good	NEG	NA	5/29/2012	5
673	Horse	GPS	Yes	2/16/2012	6/5/2012	6/7/2012	2	Parturition	Bad	NEG	NA	6/12/2012	5
679	Jewett	GPS	Yes	3/5/2012	6/11/2012	6/13/2012	2	Parturition	Bad	NEG	NA	6/18/2012	5
680	Jewett	GPS	Yes	3/5/2012	5/24/2012	5/25/2012	1	Parturition	Good	NEG	NA	5/30/2012	5
715	Jewett	GPS	Yes	2/19/2013	5/28/2013	5/29/2013	1	Parturition	Good	NEG	NA	6/3/2013	5
719	Jewett	GPS	Yes	2/19/2013	5/28/2013	5/29/2013	1	Parturition	Good	POS	NEG	6/3/2013	5
726	Muddy	GPS	Yes	2/21/2013	6/13/2013	6/14/2013	1	Parturition	Good	NEG	NA	6/19/2013	5
743	Patrol	GPS	Yes	2/25/2013	5/28/2013	5/29/2013	1	Parturition	Good	NEG	NA	6/3/2013	5
007	Dell	GPS	Yes	1/25/2008	5/22/2008	5/23/2008	1	Parturition	Good	POS	NEG	5/27/2008	4
017	Bench	GPS	Yes	2/18/2008	5/24/2008	5/25/2008	1	Parturition	Bad	NEG	NEG	5/29/2008	4
044	Greys	VHF	No	2/25/2008	5/26/2008	5/27/2008	1	Parturition	Good	NEG	NEG	5/31/2008	4
085	Soda	None	No	3/9/2006	5/31/2006	6/13/2006	5	Parturition	Bad	NEG	POS	6/17/2006	4
093	Dell	VHF	No	1/14/2009	5/27/2009	5/29/2009	2	Parturition	Bad	POS	NEG	6/2/2009	4
093	Dell	VHF	No	1/15/2011	5/14/2011	5/15/2011	1	Parturition	Good	POS	NEG	5/19/2011	4
142	Muddy	GPS	Yes	1/29/2009	6/8/2009	6/9/2009	1	Parturition	Good	NEG	NEG	6/13/2009	4
146	South	GPS	Yes	2/3/2009	6/1/2009	6/2/2009	1	Parturition	Bad	NEG	NEG	6/6/2009	4
153	Franz	GPS	Yes	3/11/2009	7/6/2009	7/9/2009	2	Abortion	Bad	POS	NEG	7/13/2009	4
172	Muddy	GPS	Yes	1/25/2010	6/10/2010	6/11/2010	1	Parturition	Good	NEG	NA	6/15/2010	4
173	Muddy	GPS	Yes	1/25/2010	6/10/2010	6/11/2010	1	Parturition	Good	NEG	NA	6/15/2010	4
179	Dell	VHF	No	2/16/2010	4/3/2010	4/4/2010	1	Abortion	Good	POS	POS	4/8/2010	4
180	Dell	VHF	No	2/16/2010	5/16/2010	5/17/2010	1	Parturition	Good	NEG	NA	5/21/2010	4
195	HA99	GPS	Yes	3/15/2011	6/2/2011	6/3/2011	1	Parturition	Bad	NEG	NA	6/7/2011	4
201	UGNWR	GPS	Yes	1/26/2010	6/10/2010	6/20/2010	2	Parturition	Bad	NEG	NA	6/24/2010	4
209	Spring	GPS	Yes	1/28/2010	5/27/2010	5/28/2010	1	Parturition	Good	NEG	NA	6/1/2010	4
226	HA99	GPS	Yes	3/15/2011	6/2/2011	6/3/2011	1	Parturition	Bad	NEG	NA	6/7/2011	4
248	Alkali	GPS	Yes	2/24/2010	5/28/2010	5/29/2010	1	Parturition	Bad	NEG	NEG	6/2/2010	4
255	Franz	GPS	Yes	3/2/2010	5/27/2010	5/28/2010	5	Parturition	Bad	NEG	NEG	6/1/2010	4
297	Bench	None	No	2/7/2006	5/31/2006	6/1/2006	5	Parturition	Bad	NEG	NA	6/5/2006	4
298	Bench	None	No	2/20/2006	5/10/2006	5/18/2006	2	Parturition	Bad	NEG	NEG	5/22/2006	4
300	Bench	None	No	3/14/2006	5/30/2006	5/31/2006	5	Parturition	Bad	NEG	NA	6/4/2006	4
304	Bench	None	No	2/26/2006	5/17/2006	5/18/2006	5	Parturition	Bad	NEG	NEG	5/22/2006	4
385	Dell	VHF	No	1/15/2011	5/22/2011	5/23/2011	5	Parturition	Bad	POS	NEG	5/27/2011	4
398	Greys	VHF	No	2/3/2011	5/24/2011	5/25/2011	1	Abortion	Good	NEG	NEG	5/29/2011	4
410	Muddy	GPS	Yes	2/7/2011	5/28/2011	6/3/2011	2	Parturition	Bad	NEG	NA	6/7/2011	4
520	Fall	GPS	Yes	2/19/2011	6/7/2011	6/8/2011	1	Parturition	Good	NEG	NA	6/12/2011	4
525	Jewett	GPS	Yes	3/3/2011	6/4/2011	6/10/2011	2	Parturition	Bad	NEG	NA	6/14/2011	4
532	McNeel	GPS	Yes	3/13/2011	5/26/2011	5/27/2011	1	Parturition	Good	POS	NEG	5/31/2011	4
546	Buffalo	GPS	Yes	3/1/2006	3/1/2006	6/1/2006	5	Parturition	Bad	NEG	NA	6/5/2006	4
650	Dell	VHF	No	2/7/2012	5/25/2012	5/26/2012	1	Parturition	Good	POS	NA	5/30/2012	4
657	Black	GPS	Yes	2/16/2012	6/7/2012	6/8/2012	1	Parturition	Good	NEG	NA	6/12/2012	4
664	Alkali	GPS	Yes	2/14/2012	5/28/2012	6/9/2012	2	Parturition	Bad	NEG	NA	6/13/2012	4
666	Alkali	GPS	Yes	2/15/2012	6/4/2012	6/8/2012	2	Parturition	Bad	NEG	NA	6/12/2012	4
716	Jewett	GPS	Yes	2/19/2013	6/21/2013	6/22/2013	1	Parturition	Good	NEG	NA	6/26/2013	4
747	Patrol	GPS	Yes	2/25/2013	5/22/2013	5/25/2013	2	Parturition	Bad	POS	POS	5/29/2013	4
786	Dog	GPS	Yes	2/13/2014	6/20/2014	6/23/2014	2	Parturition	Fair	POS	NA	6/27/2014	4
800	Scab	GPS	Yes	2/22/2014	6/23/2014	6/24/2014	2	Parturition	Excellent	POS	NA	6/28/2014	4
809	Scab	GPS	Yes	2/22/2014	6/7/2014	6/8/2014	2	Parturition	Excellent	NEG	NA	6/12/2014	4
005	Dell	VHF	No	1/18/2008	5/23/2008	5/24/2008	5	Parturition	Bad	NEG	NEG	5/27/2008	3
022	Greys	VHF	No	2/19/2008	5/27/2008	5/28/2008	1	Parturition	Bad	NEG	NEG	5/31/2008	3
033	Soda	None	No	1/19/2007	5/12/2007	5/13/2007	5	Abortion	Bad	NEG	NA	5/16/2007	3
050	Soda	None	No	1/19/2007	5/26/2007	5/27/2007	5	Parturition	Bad	NEG	NEG	5/30/2007	3
075	Soda	VHF	No	1/22/2011	6/4/2011	6/10/2011	2	Parturition	Bad	POS	NEG	6/13/2011	3
085	Soda	GPS	Yes	1/15/2009	5/25/2009	5/26/2009	2	Parturition	Bad	POS	NEG	5/29/2009	3
090	Soda	VHF	No	1/20/2011	6/28/2011	7/12/2011	5	Parturition	Bad	POS	NA	7/15/2011	3
092	Dell	GPS	Yes	1/14/2009	5/23/2009	5/24/2009	1	Parturition	Good	NEG	NEG	5/27/2009	3
099	Finnegan	GPS	Yes	1/9/2009	5/24/2009	5/25/2009	2	Parturition	Good	NEG	NEG	5/28/2009	3
112	Greys	GPS	Yes	1/21/2010	6/5/2010	6/6/2010	1	Parturition	Good	POS	NEG	6/9/2010	3
149	UG	GPS	Yes	2/19/2009	6/5/2009	6/9/2009	2	Parturition	Bad	NEG	NA	6/12/2009	3
151	UG	GPS	Yes	2/19/2009	5/29/2009	5/30/2009	1	Parturition	Good	POS	NEG	6/2/2009	3
158	Soda	None	No	2/28/2006	5/24/2006	5/25/2006	5	Parturition	Bad	NEG	NA	5/28/2006	3
165	Soda	None	No	3/9/2006	5/31/2006	6/8/2006	5	Parturition	Bad	NEG	NA	6/11/2006	3
170	Greys	GPS	Yes	1/21/2010	6/22/2010	6/26/2010	2	Parturition	Bad	NEG	NA	6/29/2010	3
195	HA99	GPS	Yes	1/27/2010	5/23/2010	5/24/2010	1	Parturition	Bad	NEG	NA	5/27/2010	3
200	UGNWR	GPS	Yes	1/26/2010	5/30/2010	5/31/2010	1	Parturition	Good	NEG	NA	6/3/2010	3
206	UGNWR	GPS	Yes	1/26/2010	5/28/2010	5/29/2010	1	Parturition	Good	NEG	NEG	6/1/2010	3
206	UG	GPS	Yes	2/25/2011	6/21/2011	6/28/2011	2	Parturition	Bad	NEG	NA	7/1/2011	3
216	Spring	GPS	Yes	1/28/2010	5/7/2010	5/25/2010	2	Parturition	Bad	NEG	NEG	5/28/2010	3
219	Spring	GPS	Yes	1/28/2010	5/7/2010	5/25/2010	2	Parturition	Bad	NEG	NEG	5/28/2010	3
221	UGNWR	GPS	Yes	1/26/2010	6/7/2010	6/8/2010	1	Parturition	Good	NEG	NA	6/11/2010	3
251	Dog	GPS	Yes	3/1/2010	5/22/2010	5/23/2010	2	Parturition	Bad	POS	NEG	5/26/2010	3
254	Franz	GPS	Yes	3/2/2010	6/1/2010	6/2/2010	1	Parturition	Good	POS	POS	6/5/2010	3
256	Finnegan	GPS	Yes	3/22/2010	6/1/2010	6/2/2010	1	Parturition	Good	NEG	NEG	6/5/2010	3
287	Bench	None	No	2/26/2006	6/9/2006	6/23/2006	5	Parturition	Bad	NEG	NA	6/26/2006	3
299	Bench	None	No	2/24/2006	5/23/2006	5/24/2006	5	Parturition	Bad	NEG	NA	5/27/2006	3
308	Bench	None	No	2/26/2006	5/20/2006	5/21/2006	5	Parturition	Bad	NEG	NA	5/24/2006	3
311	Scab	None	No	2/27/2006	5/10/2006	5/30/2006	2	Parturition	Bad	NEG	NA	6/2/2006	3
338	Scab	None	No	1/23/2007	5/20/2007	5/21/2007	5	Parturition	Bad	NEG	NEG	5/24/2007	3
356	Soda	None	No	1/27/2007	6/5/2007	6/6/2007	1	Parturition	Good	NEG	NEG	6/9/2007	3
379	Bench	None	No	2/9/2007	4/26/2007	4/27/2007	2	Abortion	Bad	POS	NA	4/30/2007	3
384	Dell	VHF	No	1/15/2011	5/19/2011	5/20/2011	1	Parturition	Good	POS	NEG	5/23/2011	3
399	Greys	GPS	Yes	2/3/2011	6/4/2011	6/6/2011	2	Parturition	Bad	POS	NEG	6/9/2011	3
401	Greys	GPS	Yes	2/3/2011	7/15/2011	7/16/2011	1	Parturition	Good	POS	NA	7/19/2011	3
402	Forest	GPS	Yes	2/5/2011	6/3/2011	6/4/2011	1	Parturition	Good	NEG	NA	6/7/2011	3
408	Muddy	GPS	Yes	2/7/2011	6/2/2011	6/3/2011	1	Parturition	Good	NEG	NA	6/6/2011	3
492	Fall	GPS	Yes	2/9/2011	5/27/2011	6/4/2011	2	Parturition	Bad	NEG	NA	6/7/2011	3
524	UG	GPS	Yes	2/25/2011	6/4/2011	6/10/2011	2	Parturition	Bad	NEG	NA	6/13/2011	3
537	HA99	GPS	Yes	3/16/2011	6/28/2011	7/12/2011	2	Parturition	Bad	NEG	NEG	7/15/2011	3
538	HA99	None	No	3/16/2011	6/12/2011	6/13/2011	1	Parturition	Good	NEG	NA	6/16/2011	3
554	Buffalo	VHF	No	3/1/2006	3/1/2006	6/5/2006	5	Parturition	Bad	NEG	NA	6/8/2006	3
562	Buffalo	GPS	Yes	3/1/2006	3/1/2006	5/22/2006	5	Parturition	Bad	NEG	NA	5/25/2006	3
570	Buffalo	GPS	Yes	3/1/2006	3/1/2006	5/19/2006	5	Parturition	Bad	NEG	NA	5/22/2006	3
603	Greys	VHF	No	2/3/2012	6/9/2012	6/19/2012	2	Parturition	Bad	NEG	NA	6/22/2012	3
604	Greys	VHF	No	2/3/2012	2/13/2012	2/14/2012	1	Abortion	Good	NEG	NEG	2/17/2012	3
605	Greys	VHF	No	2/3/2012	6/1/2012	6/2/2012	1	Parturition	Good	POS	NA	6/5/2012	3
646	Dell	VHF	No	2/7/2012	5/15/2012	5/20/2012	2	Parturition	Bad	POS	NA	5/23/2012	3
647	Dell	VHF	No	2/7/2012	6/8/2012	6/9/2012	2	Parturition	Good	POS	NA	6/12/2012	3
651	Dell	VHF	No	2/7/2012	6/29/2012	6/30/2012	1	Parturition	Good	POS	NA	7/3/2012	3
653	Dell	VHF	No	2/7/2012	5/26/2012	5/27/2012	1	Parturition	Good	POS	NA	5/30/2012	3
663	Alkali	GPS	Yes	2/14/2012	6/5/2012	6/11/2012	2	Parturition	Bad	NEG	NEG	6/14/2012	3
668	Alkali	GPS	Yes	2/15/2012	5/28/2012	6/4/2012	2	Parturition	Bad	NEG	NA	6/7/2012	3
670	Horse	GPS	Yes	2/16/2012	6/5/2012	6/19/2012	2	Parturition	Bad	POS	NA	6/22/2012	3
682	Jewett	GPS	Yes	3/5/2012	5/26/2012	5/27/2012	1	Parturition	Good	POS	NA	5/30/2012	3
695	Forest	GPS	Yes	2/9/2013	5/28/2013	6/1/2013	2	Parturition	Bad	NEG	NA	6/4/2013	3
705	Black	GPS	Yes	2/17/2013	5/24/2013	5/25/2013	1	Parturition	Good	NEG	NA	5/28/2013	3
741	Patrol	GPS	Yes	2/25/2013	5/26/2013	6/2/2013	2	Parturition	Bad	NEG	NA	6/5/2013	3
750	Patrol	GPS	Yes	2/25/2013	6/8/2013	6/9/2013	1	Parturition	Good	NEG	NA	6/12/2013	3
755	Camp	GPS	Yes	3/5/2013	6/2/2013	6/16/2013	2	Abortion	Bad	NEG	NEG	6/19/2013	3
756	Camp	GPS	Yes	3/5/2013	5/26/2013	6/2/2013	2	Parturition	Bad	NEG	NA	6/5/2013	3
756	South	GPS	Yes	2/1/2014	5/16/2014	5/18/2014	2	Parturition	Good	NEG	NA	5/21/2014	3
763	Dell	VHF	No	1/31/2013	5/19/2013	5/20/2013	1	Parturition	Good	POS	NEG	5/23/2013	3
774	Black	GPS	Yes	2/4/2014	6/2/2014	6/3/2014	1	Parturition	Excellent	NEG	NA	6/6/2014	3
777	Bench	GPS	Yes	2/9/2014	6/11/2014	6/12/2014	2	Parturition	Excellent	NEG	NA	6/15/2014	3
797	Finnegan	GPS	Yes	2/19/2014	6/9/2014	6/14/2014	2	Parturition	Poor	NEG	NA	6/17/2014	3
001	Dell	VHF	No	1/18/2008	5/28/2008	5/29/2008	2	Parturition	Good	NEG	NEG	5/31/2008	2
002	Dell	VHF	No	1/18/2008	6/15/2008	6/20/2008	2	Parturition	Bad	POS	NEG	6/22/2008	2
003	Dell	VHF	No	1/18/2008	5/31/2008	6/4/2008	2	Parturition	Bad	POS	NEG	6/6/2008	2
020	Bench	GPS	Yes	2/18/2008	5/28/2008	5/29/2008	1	Parturition	Bad	NEG	NEG	5/31/2008	2
024	Greys	GPS	Yes	2/19/2008	6/1/2008	6/2/2008	1	Parturition	Good	NEG	NEG	6/4/2008	2
026	Greys	GPS	Yes	2/19/2008	5/25/2008	5/26/2008	1	Parturition	Bad	POS	NEG	5/28/2008	2
026	Greys	GPS	Yes	1/21/2010	6/1/2010	6/2/2010	1	Parturition	Good	POS	NEG	6/4/2010	2
027	Greys	GPS	Yes	2/19/2008	6/13/2008	6/14/2008	1	Parturition	Bad	NEG	NEG	6/16/2008	2
029	Soda	VHF	No	3/13/2011	6/5/2011	6/6/2011	1	Parturition	Good	NEG	NA	6/8/2011	2
032	Soda	GPS	Yes	2/20/2008	5/28/2008	5/29/2008	1	Parturition	Bad	POS	NEG	5/31/2008	2
068	Soda	VHF	No	3/13/2011	5/27/2011	6/4/2011	2	Parturition	Bad	NEG	NA	6/6/2011	2
085	Soda	GPS	Yes	3/13/2011	5/27/2011	6/4/2011	2	Parturition	Bad	POS	NA	6/6/2011	2
089	Soda	None	No	2/21/2006	5/31/2006	6/8/2006	5	Parturition	Bad	NEG	NA	6/10/2006	2
090	Soda	GPS	Yes	1/12/2009	5/11/2009	5/26/2009	2	Parturition	Bad	POS	NEG	5/28/2009	2
093	Dell	VHF	No	2/23/2010	5/28/2010	5/29/2010	1	Parturition	Good	POS	NEG	5/31/2010	2
100	Finnegan	GPS	Yes	1/9/2009	5/28/2009	5/29/2009	2	Parturition	Good	POS	NEG	5/31/2009	2
101	Finnegan	GPS	Yes	1/9/2009	6/9/2009	6/15/2009	2	Parturition	Bad	NEG	NEG	6/17/2009	2
102	Finnegan	GPS	Yes	1/9/2009	5/11/2009	5/26/2009	2	Parturition	Bad	NEG	NEG	5/28/2009	2
103	Finnegan	GPS	Yes	1/9/2009	5/26/2009	5/30/2009	2	Parturition	Bad	NEG	NEG	6/1/2009	2
141	Muddy	GPS	Yes	1/29/2009	5/24/2009	5/25/2009	2	Parturition	Bad	NEG	NEG	5/27/2009	2
144	South	GPS	Yes	2/3/2009	5/11/2009	5/30/2009	2	Parturition	Bad	POS	NEG	6/1/2009	2
156	Soda	None	No	2/21/2006	5/24/2006	5/25/2006	5	Parturition	Bad	NEG	POS	5/27/2006	2
163	Soda	None	No	3/9/2006	5/25/2006	5/26/2006	5	Parturition	Bad	NEG	NA	5/28/2006	2
191	South	GPS	Yes	2/17/2010	5/31/2010	6/1/2010	1	Parturition	Good	POS	NEG	6/3/2010	2
215	HA99	GPS	Yes	1/26/2010	6/15/2010	6/21/2010	2	Parturition	Bad	NEG	NEG	6/23/2010	2
228	Spring	GPS	Yes	1/28/2010	5/29/2010	5/30/2010	1	Parturition	Good	NEG	NA	6/1/2010	2
289	Bench	None	No	2/7/2006	5/31/2006	6/1/2006	5	Parturition	Bad	NEG	NA	6/3/2006	2
303	Bench	None	No	2/7/2006	2/16/2006	2/17/2006	2	Abortion	Bad	NEG	NA	2/19/2006	2
334	Scab	None	No	1/23/2007	6/29/2007	6/30/2007	5	Parturition	Bad	NEG	NA	7/2/2007	2
362	Soda	None	No	1/27/2007	6/7/2007	6/8/2007	1	Parturition	Good	NEG	NEG	6/10/2007	2
367	Soda	None	No	1/19/2007	5/21/2007	5/22/2007	5	Parturition	Bad	NEG	NEG	5/24/2007	2
387	Dell	VHF	No	1/21/2011	5/17/2011	5/18/2011	1	Parturition	Good	POS	NEG	5/20/2011	2
390	Dell	VHF	No	1/21/2011	4/6/2011	4/7/2011	1	Abortion	Good	POS	POS	4/9/2011	2
392	Dell	VHF	No	1/21/2011	5/1/2011	5/2/2011	1	Abortion	Good	POS	POS	5/4/2011	2
394	McNeel	GPS	Yes	1/30/2011	5/20/2011	5/21/2011	1	Parturition	Good	POS	NEG	5/23/2011	2
396	McNeel	GPS	Yes	1/30/2011	6/20/2011	6/21/2011	1	Parturition	Good	NEG	NEG	6/23/2011	2
397	Greys	GPS	Yes	2/3/2011	5/31/2011	6/1/2011	1	Parturition	Good	POS	NEG	6/3/2011	2
461	HA99	Prox	No	1/29/2011	6/10/2011	6/14/2011	2	Parturition	Bad	NEG	NA	6/16/2011	2
493	Fall	GPS	Yes	2/9/2011	6/11/2011	6/13/2011	2	Parturition	Bad	NEG	NA	6/15/2011	2
517	Horse	GPS	Yes	2/16/2011	5/27/2011	5/28/2011	2	Abortion	Bad	POS	NEG	5/30/2011	2
536	HA99	GPS	Yes	3/16/2011	6/7/2011	6/8/2011	1	Parturition	Good	NEG	NA	6/10/2011	2
543	Forest	GPS	Yes	2/1/2012	6/12/2012	6/19/2012	2	Parturition	Bad	POS	NA	6/21/2012	2
544	Forest	GPS	Yes	2/1/2012	6/2/2012	6/3/2012	1	Parturition	Good	POS	NA	6/5/2012	2
551	Buffalo	GPS	Yes	3/1/2006	3/1/2006	5/24/2006	5	Parturition	Bad	NEG	NA	5/26/2006	2
564	Buffalo	GPS	Yes	3/1/2006	3/1/2006	5/23/2006	5	Parturition	Bad	NEG	NA	5/25/2006	2
573	Buffalo	GPS	Yes	3/1/2006	3/1/2006	5/17/2006	5	Parturition	Bad	POS	NEG	5/19/2006	2
582	Buffalo	VHF	No	1/16/2007	1/16/2007	5/22/2007	5	Parturition	Bad	NEG	NA	5/24/2007	2
598	Buffalo	VHF	No	1/17/2007	6/12/2007	6/27/2007	5	Parturition	Bad	NEG	NEG	6/29/2007	2
648	Dell	VHF	No	2/7/2012	6/20/2012	6/25/2012	2	Parturition	Bad	POS	NA	6/27/2012	2
660	McNeel	GPS	Yes	2/17/2012	6/21/2012	6/24/2012	2	Parturition	Bad	POS	NA	6/26/2012	2
661	Alkali	GPS	Yes	2/14/2012	6/4/2012	6/13/2012	2	Parturition	Bad	NEG	NA	6/15/2012	2
677	Jewett	GPS	Yes	3/5/2012	6/20/2012	6/24/2012	2	Parturition	Bad	NEG	NA	6/26/2012	2
681	Jewett	GPS	Yes	3/5/2012	6/21/2012	6/24/2012	2	Parturition	Bad	NEG	NA	6/26/2012	2
683	Jewett	GPS	Yes	3/5/2012	5/27/2012	5/28/2012	1	Parturition	Good	POS	NA	5/30/2012	2
690	McNeel	GPS	Yes	3/15/2012	6/2/2012	6/3/2012	1	Parturition	Good	POS	NA	6/5/2012	2
698	Forest	GPS	Yes	2/15/2013	5/17/2013	5/18/2013	1	Abortion	Good	NEG	POS	5/20/2013	2
701	Forest	GPS	Yes	2/15/2013	6/3/2013	6/4/2013	2	Parturition	Good	POS	NA	6/6/2013	2
704	Black	GPS	Yes	2/17/2013	6/11/2013	6/16/2013	2	Parturition	Bad	NEG	NA	6/18/2013	2
707	McNeel	VHF	No	2/17/2013	5/31/2013	6/1/2013	1	Parturition	Good	NEG	NEG	6/3/2013	2
722	Jewett	GPS	Yes	2/19/2013	5/21/2013	6/2/2013	2	Parturition	Bad	NEG	NA	6/4/2013	2
725	Muddy	GPS	Yes	2/21/2013	6/16/2013	6/25/2013	2	Parturition	Bad	NEG	NA	6/27/2013	2
730	Muddy	GPS	Yes	2/21/2013	6/3/2013	6/10/2013	2	Parturition	Bad	NEG	NA	6/12/2013	2
734	Fall	GPS	Yes	2/24/2013	6/2/2013	6/10/2013	2	Parturition	Bad	NEG	NA	6/12/2013	2
752	Patrol	GPS	Yes	2/25/2013	5/24/2013	5/25/2013	1	Parturition	Good	POS	NEG	5/27/2013	2
764	Dell	VHF	No	1/31/2013	6/3/2013	6/4/2013	1	Parturition	Good	POS	POS	6/6/2013	2
765	Dell	VHF	No	1/31/2013	6/3/2013	6/4/2013	1	Parturition	Good	POS	POS	6/6/2013	2
767	Greys	VHF	No	2/16/2013	6/5/2013	6/16/2013	2	Parturition	Bad	NEG	NA	6/18/2013	2
770	Soda	GPS	Yes	1/31/2014	5/29/2014	6/2/2014	2	Parturition	Poor	NEG	NA	6/4/2014	2
771	Franz	GPS	Yes	2/2/2014	6/3/2014	6/8/2014	2	Parturition	Poor	POS	NA	6/10/2014	2
776	Black	GPS	Yes	2/4/2014	5/24/2014	5/28/2014	2	Parturition	None	NEG	NA	5/30/2014	2
780	Bench	GPS	Yes	2/11/2014	6/12/2014	6/13/2014	2	Parturition	Excellent	NEG	NA	6/15/2014	2
785	Dog	GPS	Yes	2/13/2014	5/29/2014	6/2/2014	2	Parturition	Poor	NEG	NA	6/4/2014	2
789	Muddy	VHF	No	2/16/2014	5/29/2014	6/2/2014	2	Parturition	Fair	NEG	NA	6/4/2014	2
811	UG	GPS	Yes	2/25/2014	6/9/2014	6/14/2014	2	Parturition	Poor	NEG	NA	6/16/2014	2
813	UG	GPS	Yes	2/25/2014	6/1/2014	6/2/2014	2	Parturition	Excellent	POS	NA	6/4/2014	2
018	Bench	GPS	Yes	2/18/2008	5/27/2008	5/28/2008	1	Parturition	Good	NEG	NEG	5/29/2008	1
019	Bench	GPS	Yes	2/18/2008	5/30/2008	6/5/2008	2	Parturition	Bad	NEG	NEG	6/6/2008	1
021	Greys	VHF	No	2/19/2008	6/18/2008	6/21/2008	2	Parturition	Bad	NEG	NEG	6/22/2008	1
022	Greys	VHF	No	2/16/2009	6/6/2009	6/7/2009	1	Parturition	Good	NEG	NEG	6/8/2009	1
025	Greys	VHF	No	2/19/2008	6/16/2008	6/17/2008	1	Parturition	Good	POS	NEG	6/18/2008	1
029	Soda	None	No	2/28/2006	6/20/2006	6/21/2006	5	Parturition	Bad	NEG	NA	6/22/2006	1
029	Soda	VHF	No	2/20/2008	6/4/2008	6/5/2008	2	Parturition	Good	NEG	NEG	6/6/2008	1
30	Soda	GPS	Yes	2/20/2008	5/29/2008	5/30/2008	1	Parturition	Good	NEG	NEG	5/31/2008	1
050	Soda	None	No	2/28/2006	6/16/2006	6/17/2006	5	Parturition	Bad	NEG	NEG	6/18/2006	1
060	Soda	None	No	3/9/2006	5/31/2006	6/8/2006	5	Parturition	Bad	NEG	NA	6/9/2006	1
089	Soda	GPS	Yes	1/12/2009	6/14/2009	6/15/2009	1	Parturition	Good	NEG	NEG	6/16/2009	1
098	Finnegan	GPS	Yes	1/9/2009	5/20/2009	5/26/2009	2	Parturition	Bad	NEG	NEG	5/27/2009	1
107	Dog	GPS	Yes	2/4/2010	6/4/2010	6/14/2010	2	Parturition	Bad	NEG	NA	6/15/2010	1
119	Greys	GPS	Yes	2/6/2009	6/11/2009	6/12/2009	1	Parturition	Good	POS	NEG	6/13/2009	1
121	Greys	GPS	Yes	2/6/2009	5/11/2009	5/26/2009	2	Parturition	Bad	NEG	NEG	5/27/2009	1
129	Greys	GPS	Yes	1/21/2010	5/9/2010	5/10/2010	1	Abortion	Good	POS	NEG	5/11/2010	1
145	South	GPS	Yes	2/17/2010	5/25/2010	5/30/2010	2	Parturition	Bad	NEG	NEG	5/31/2010	1
152	Franz	GPS	Yes	3/11/2009	6/15/2009	6/22/2009	2	Parturition	Bad	NEG	NEG	6/23/2009	1
154	Franz	GPS	Yes	3/11/2009	5/30/2009	6/5/2009	2	Parturition	Bad	NEG	NEG	6/6/2009	1
164	Soda	None	No	3/9/2006	5/25/2006	5/26/2006	5	Parturition	Bad	POS	NA	5/27/2006	1
168	Greys	VHF	No	1/21/2010	6/8/2010	6/9/2010	2	Parturition	Good	POS	NEG	6/10/2010	1
169	Greys	VHF	No	1/21/2010	6/8/2010	6/9/2010	2	Parturition	Good	POS	NEG	6/10/2010	1
184	Jewett	GPS	Yes	2/9/2010	6/10/2010	6/14/2010	2	Parturition	Bad	NEG	NA	6/15/2010	1
188	Franz	GPS	Yes	2/9/2010	5/29/2010	5/30/2010	1	Parturition	Bad	POS	NEG	5/31/2010	1
189	Franz	GPS	Yes	2/9/2010	6/3/2010	6/4/2010	1	Parturition	Good	POS	NEG	6/5/2010	1
