Elk_ID	Feedground	CollarType	GPSCollar	CaptureDate	Start_Interval	Stop_Interval	TrustRating	VIT_Status	PET	CowSero	VIT_Bruc	Recovered	RecoveryInterval
190	Franz	GPS	Yes	2/9/2010	5/19/2010	5/20/2010	1	Parturition	Good	NEG	NEG	5/21/2010	1
193	South	GPS	Yes	2/17/2010	5/25/2010	5/30/2010	2	Parturition	Bad	POS	NEG	5/31/2010	1
194	South	GPS	Yes	2/17/2010	5/30/2010	6/2/2010	2	Parturition	Bad	NEG	NA	6/3/2010	1
203	Spring	GPS	Yes	1/28/2010	5/25/2010	5/26/2010	1	Parturition	Good	NEG	NEG	5/27/2010	1
205	Spring	GPS	Yes	1/28/2010	5/30/2010	5/31/2010	1	Parturition	Good	NEG	NA	6/1/2010	1
207	UGNWR	GPS	Yes	1/26/2010	6/7/2010	6/9/2010	2	Parturition	Bad	NEG	NA	6/10/2010	1
208	UGNWR	GPS	Yes	1/26/2010	6/9/2010	6/21/2010	2	Parturition	Bad	NEG	NA	6/22/2010	1
213	HA99	GPS	Yes	1/27/2010	5/28/2010	5/29/2010	1	Parturition	Good	NEG	NA	5/30/2010	1
214	HA99	GPS	Yes	1/27/2010	5/24/2010	5/25/2010	1	Parturition	Good	NEG	NEG	5/26/2010	1
224	HA99	GPS	Yes	3/16/2011	6/7/2011	6/8/2011	1	Parturition	Good	NEG	NA	6/9/2011	1
225	HA99	GPS	Yes	1/27/2010	6/5/2010	6/6/2010	1	Parturition	Good	NEG	NA	6/7/2010	1
246	Alkali	GPS	Yes	2/24/2010	5/7/2010	5/30/2010	2	Parturition	Bad	NEG	NEG	5/31/2010	1
249	Alkali	GPS	Yes	2/24/2010	6/13/2010	6/14/2010	1	Parturition	Good	POS	NEG	6/15/2010	1
258	Dell	VHF	No	2/23/2010	5/24/2010	5/30/2010	5	Parturition	Bad	POS	NEG	5/31/2010	1
259	Dell	VHF	No	2/23/2010	5/5/2010	5/6/2010	1	Abortion	Good	POS	NEG	5/7/2010	1
286	Bench	None	No	2/20/2006	5/28/2006	6/5/2006	2	Parturition	Bad	NEG	NA	6/6/2006	1
296	Bench	None	No	3/14/2006	5/16/2006	5/17/2006	5	Parturition	Bad	NEG	NEG	5/18/2006	1
301	Bench	None	No	3/14/2006	5/27/2006	5/28/2006	5	Parturition	Bad	NEG	NA	5/29/2006	1
310	Scab	None	No	2/27/2006	6/1/2006	6/2/2006	5	Parturition	Bad	NEG	NA	6/3/2006	1
315	Scab	None	No	3/1/2007	5/24/2007	5/29/2007	2	Parturition	Bad	NEG	NEG	5/30/2007	1
323	Soda	VHF	No	3/13/2011	5/21/2011	5/22/2011	1	Parturition	Good	POS	NEG	5/23/2011	1
328	Scab	None	No	1/5/2007	5/23/2007	5/24/2007	1	Parturition	Good	POS	NEG	5/25/2007	1
331	Scab	None	No	1/16/2007	5/24/2007	5/25/2007	5	Parturition	Bad	POS	NA	5/26/2007	1
332	Scab	None	No	1/16/2007	5/23/2007	6/25/2007	2	Parturition	Bad	POS	NEG	6/26/2007	1
336	Scab	None	No	1/23/2007	5/30/2007	5/31/2007	5	Parturition	Bad	NEG	NEG	6/1/2007	1
337	Scab	None	No	1/23/2007	6/8/2007	6/26/2007	2	Parturition	Bad	POS	NEG	6/27/2007	1
347	Scab	None	No	2/26/2007	5/21/2007	5/22/2007	5	Parturition	Bad	NEG	NA	5/23/2007	1
363	Soda	None	No	1/27/2007	6/7/2007	6/8/2007	1	Parturition	Good	NEG	NA	6/9/2007	1
386	Dell	VHF	No	1/15/2011	6/21/2011	6/28/2011	2	Parturition	Bad	NEG	POS	6/29/2011	1
406	Forest	GPS	Yes	2/5/2011	3/30/2011	3/31/2011	1	Abortion	Good	POS	POS	4/1/2011	1
480	HA99	GPS	Yes	1/29/2011	6/20/2011	6/21/2011	2	Parturition	Bad	NEG	NA	6/22/2011	1
515	Patrol	GPS	Yes	2/14/2011	6/8/2011	6/10/2011	2	Parturition	Bad	NEG	NA	6/11/2011	1
521	Jewett	GPS	Yes	2/24/2011	5/25/2011	5/26/2011	1	Parturition	Bad	NEG	NA	5/27/2011	1
531	McNeel	VHF	No	3/13/2011	6/5/2011	6/6/2011	1	Parturition	Good	NEG	NA	6/7/2011	1
540	Forest	GPS	Yes	2/1/2012	5/13/2012	5/14/2012	1	Parturition	Good	NEG	NA	5/15/2012	1
541	Forest	GPS	Yes	2/1/2012	6/25/2012	7/2/2012	2	Parturition	Bad	NEG	NA	7/3/2012	1
550	Buffalo	VHF	No	3/1/2006	3/1/2006	5/27/2006	5	Parturition	Bad	NEG	NA	5/28/2006	1
552	Buffalo	VHF	No	3/1/2006	3/1/2006	5/22/2006	5	Parturition	Bad	POS	NEG	5/23/2006	1
556	Buffalo	VHF	No	3/1/2006	3/1/2006	6/4/2006	5	Parturition	Bad	NEG	NA	6/5/2006	1
558	Buffalo	VHF	No	3/1/2006	3/1/2006	5/26/2006	5	Parturition	Bad	NEG	NA	5/27/2006	1
560	Buffalo	VHF	No	3/1/2006	3/1/2006	5/17/2006	5	Parturition	Bad	NEG	NEG	5/18/2006	1
569	Buffalo	GPS	Yes	3/1/2006	3/1/2006	6/3/2006	5	Parturition	Bad	NEG	NA	6/4/2006	1
575	Buffalo	VHF	No	1/17/2007	1/17/2007	5/21/2007	5	Parturition	Bad	NEG	NA	5/22/2007	1
587	Buffalo	VHF	No	1/16/2007	1/16/2007	5/27/2007	5	Parturition	Bad	NEG	NA	5/28/2007	1
606	Greys	VHF	No	2/3/2012	6/20/2012	6/21/2012	1	Parturition	Good	POS	NA	6/22/2012	1
658	Black	GPS	Yes	2/16/2012	5/29/2012	6/4/2012	2	Parturition	Bad	NEG	NA	6/5/2012	1
669	Horse	GPS	Yes	2/16/2012	6/21/2012	6/25/2012	2	Parturition	Bad	POS	NA	6/26/2012	1
676	McNeel	GPS	Yes	2/22/2012	6/17/2012	6/18/2012	1	Parturition	Good	NEG	NA	6/19/2012	1
678	Jewett	GPS	Yes	3/5/2012	6/12/2012	6/17/2012	2	Parturition	Bad	NEG	NA	6/18/2012	1
688	Jewett	VHF	No	3/14/2012	5/28/2012	5/29/2012	1	Parturition	Good	NEG	NA	5/30/2012	1
689	McNeel	GPS	Yes	3/15/2012	6/20/2012	6/25/2012	2	Parturition	Bad	POS	NA	6/26/2012	1
700	Forest	GPS	Yes	2/15/2013	6/6/2013	6/13/2013	2	Parturition	Bad	NEG	NA	6/14/2013	1
709	McNeel	GPS	Yes	2/17/2013	6/16/2013	6/25/2013	2	Parturition	Bad	POS	NA	6/26/2013	1
710	McNeel	GPS	Yes	2/17/2013	6/2/2013	6/10/2013	2	Parturition	Bad	NEG	NA	6/11/2013	1
721	Jewett	GPS	Yes	2/12/2014	6/14/2014	6/15/2014	1	Parturition	Excellent	POS	NA	6/16/2014	1
757	Camp	GPS	Yes	3/5/2013	6/16/2013	6/25/2013	2	Parturition	Bad	NEG	NA	6/26/2013	1
759	Dell	VHF	No	1/31/2013	5/26/2013	6/5/2013	5	Parturition	Bad	POS	NEG	6/6/2013	1
760	Dell	VHF	No	1/31/2013	5/26/2013	6/5/2013	2	Parturition	Bad	POS	NA	6/6/2013	1
761	Dell	VHF	No	1/31/2013	5/26/2013	6/5/2013	2	Parturition	Bad	POS	NEG	6/6/2013	1
768	Greys	VHF	No	2/16/2013	6/5/2013	6/16/2013	2	Parturition	Bad	NEG	NA	6/17/2013	1
769	Greys	VHF	No	2/16/2013	6/4/2013	6/5/2013	2	Parturition	Good	POS	NA	6/6/2013	1
772	Franz	GPS	Yes	2/2/2014	6/26/2014	7/1/2014	2	Parturition	Poor	POS	NA	7/2/2014	1
773	Franz	GPS	Yes	2/2/2014	5/29/2014	6/3/2014	NA	Parturition	Poor	NEG	NA	6/4/2014	1
779	Bench	GPS	Yes	2/9/2014	5/21/2014	5/24/2014	2	Parturition	NA	NEG	NA	5/25/2014	1
781	Bench	GPS	Yes	2/11/2014	5/23/2014	5/24/2014	1	Parturition	Excellent	NEG	NA	5/25/2014	1
791	Dog	VHF	No	2/16/2014	5/17/2014	5/18/2014	2	Parturition	Good	NEG	NA	5/19/2014	1
796	Camp	GPS	Yes	2/18/2014	5/24/2014	5/28/2014	2	Parturition	Poor	NEG	NA	5/29/2014	1
810	UG	GPS	Yes	2/25/2014	5/28/2014	5/29/2014	2	Parturition	Excellent	NEG	NA	5/30/2014	1
008	Dell	GPS	Yes	1/25/2008	3/8/2008	3/9/2008	1	Abortion	Bad	POS	POS	3/9/2008	0
010	Dell	GPS	Yes	1/25/2008	3/16/2008	3/17/2008	1	Abortion	Bad	POS	POS	3/17/2008	0
031	Soda	None	No	2/28/2006	6/15/2006	6/23/2006	5	Parturition	Bad	NEG	NEG	6/23/2006	0
033	Soda	None	No	2/21/2006	5/21/2006	5/22/2006	5	Parturition	Bad	NEG	NEG	5/22/2006	0
041	Scab	None	No	3/1/2007	5/29/2007	5/30/2007	5	Parturition	Bad	NEG	NEG	5/30/2007	0
043	Greys	GPS	Yes	2/25/2008	3/27/2008	3/28/2008	2	Abortion	Bad	POS	POS	3/28/2008	0
145	South	GPS	Yes	2/3/2009	6/3/2009	6/5/2009	2	Parturition	Bad	NEG	NEG	6/5/2009	0
148	UG	GPS	Yes	2/19/2009	5/26/2009	6/7/2009	2	Parturition	Bad	NEG	NEG	6/7/2009	0
157	Soda	None	No	2/21/2006	5/25/2006	5/26/2006	5	Parturition	Bad	NEG	NA	5/26/2006	0
182	Dell	VHF	No	1/21/2011	5/27/2011	5/31/2011	2	Parturition	Bad	POS	NEG	5/31/2011	0
197	Spring	GPS	Yes	1/28/2010	5/30/2010	6/1/2010	2	Parturition	Bad	NEG	NA	6/1/2010	0
198	HA99	GPS	Yes	1/27/2010	5/29/2010	5/30/2010	2	Parturition	Bad	NEG	NA	5/30/2010	0
218	HA99	GPS	Yes	3/16/2011	6/21/2011	6/23/2011	2	Parturition	Bad	NEG	NA	6/23/2011	0
227	UGNWR	GPS	Yes	1/26/2010	5/26/2010	5/27/2010	1	Parturition	Good	NEG	NEG	5/27/2010	0
257	Dell	VHF	No	1/21/2011	5/26/2011	5/27/2011	1	Parturition	Good	NEG	NA	5/27/2011	0
312	Scab	None	No	2/12/2006	2/12/2006	4/21/2006	6	Unknown	Bad	NEG	NA	4/21/2006	0
315	Scab	None	No	2/12/2006	2/12/2006	4/21/2006	6	Unknown	Bad	NEG	NA	4/21/2006	0
323	Soda	None	No	2/28/2006	4/8/2006	5/10/2006	4	Abortion	Bad	POS	NA	5/10/2006	0
352	Scab	None	No	3/7/2007	6/15/2007	7/2/2007	2	Parturition	Bad	NEG	NA	7/2/2007	0
353	Scab	None	No	3/7/2007	5/28/2007	5/29/2007	5	Parturition	Bad	NEG	NEG	5/29/2007	0
364	Soda	None	No	1/15/2007	7/5/2007	8/9/2007	5	Parturition	Bad	NEG	NA	8/9/2007	0
369	Soda	None	No	1/19/2007	5/7/2007	5/8/2007	4	Abortion	Bad	POS	NA	5/8/2007	0
388	Dell	VHF	No	1/21/2011	4/21/2011	4/22/2011	1	Abortion	Good	POS	POS	4/22/2011	0
389	Dell	VHF	No	1/21/2011	5/27/2011	5/31/2011	2	Parturition	Bad	POS	NEG	5/31/2011	0
405	Forest	GPS	Yes	2/5/2011	6/21/2011	6/23/2011	2	Parturition	Bad	NEG	NEG	6/23/2011	0
486	Fall	GPS	Yes	2/9/2011	6/8/2011	6/9/2011	1	Parturition	Good	NEG	NA	6/9/2011	0
526	Franz	GPS	Yes	3/12/2011	6/4/2011	6/6/2011	2	Parturition	Bad	POS	NEG	6/6/2011	0
580	Buffalo	VHF	No	1/17/2007	1/17/2007	5/24/2007	5	Parturition	Bad	NEG	NA	5/24/2007	0
650	Dell	GPS	Yes	2/20/2014	5/21/2014	5/22/2014	1	Parturition	Excellent	NEG	NA	5/22/2014	0
653	Dell	GPS	Yes	2/20/2014	5/8/2014	5/19/2014	2	Parturition	Good	POS	NA	5/19/2014	0
659	McNeel	GPS	Yes	2/17/2012	5/27/2012	5/28/2012	1	Parturition	Good	NEG	NA	5/28/2012	0
708	McNeel	GPS	Yes	2/17/2013	6/2/2013	6/10/2013	2	Parturition	Bad	POS	NEG	6/10/2013	0
749	Patrol	GPS	Yes	2/25/2013	5/21/2013	6/11/2013	2	Parturition	Bad	NEG	NA	6/11/2013	0
758	Dell	VHF	No	1/31/2013	5/18/2013	5/19/2013	1	Parturition	Good	POS	NEG	5/19/2013	0
782	Dog	GPS	Yes	2/13/2014	5/27/2014	5/28/2014	1	Parturition	Excellent	POS	NA	5/28/2014	0
803	Scab	GPS	Yes	2/22/2014	6/3/2014	6/9/2014	2	Parturition	Poor	NEG	NA	6/9/2014	0
823	Finnegan	GPS	Yes	3/5/2014	5/19/2014	5/27/2014	2	Parturition	None	NEG	NA	5/27/2014	0
578	Buffalo	VHF	No	1/17/2007	1/17/2007	5/22/2007	5	Parturition	Bad	NEG	NA	5/22/2007	0
597	Buffalo	VHF	No	1/16/2007	1/16/2007	5/28/2007	5	Parturition	Bad	NEG	NA	5/28/2007	0
